time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation_probability (%),precipitation (mm),rain (mm),showers (mm),snowfall (cm),snow_depth (m),weather_code (wmo code),cloud_cover (%),visibility (m),wind_speed_10m (km/h),wind_gusts_10m (km/h),uv_index (),is_day ()
2024-12-25T22:00,-2.6,86,-4.6,-6.3,0,0.00,0.00,0.00,0.00,0.04,3,100,16800.00,6.7,14.4,0.10,0
2024-12-25T23:00,-2.7,86,-4.7,-6.6,0,0.00,0.00,0.00,0.00,0.04,3,100,16400.00,7.6,17.3,0.00,0
2024-12-26T00:00,-2.6,86,-4.6,-6.3,0,0.00,0.00,0.00,0.00,0.04,3,100,16900.00,6.9,16.9,0.00,0
2024-12-26T01:00,-2.9,86,-4.9,-6.8,1,0.00,0.00,0.00,0.00,0.04,3,100,16700.00,8.0,19.1,0.00,0
2024-12-26T02:00,-2.9,87,-4.8,-6.8,0,0.00,0.00,0.00,0.00,0.04,3,100,15900.00,7.9,20.5,0.00,0
2024-12-26T03:00,-2.8,87,-4.7,-6.5,0,0.00,0.00,0.00,0.00,0.04,3,100,15800.00,6.4,19.1,0.00,0
2024-12-26T04:00,-3.0,86,-5.0,-6.6,0,0.00,0.00,0.00,0.00,0.04,3,100,16700.00,6.0,17.3,0.00,0
2024-12-26T05:00,-3.0,86,-5.0,-6.9,1,0.00,0.00,0.00,0.00,0.04,3,100,16600.00,7.2,14.0,0.00,0
2024-12-26T06:00,-3.0,83,-5.5,-7.0,1,0.00,0.00,0.00,0.00,0.04,3,100,18000.00,8.4,11.2,0.00,0
2024-12-26T07:00,-2.7,86,-4.7,-6.4,1,0.00,0.00,0.00,0.00,0.04,3,100,16900.00,6.2,12.6,0.00,0
2024-12-26T08:00,-2.5,80,-5.4,-5.8,0,0.00,0.00,0.00,0.00,0.04,3,100,19300.00,3.4,13.3,0.00,0
2024-12-26T09:00,-2.6,78,-5.9,-6.0,0,0.00,0.00,0.00,0.00,0.04,3,100,20700.00,3.7,17.6,0.00,0
2024-12-26T10:00,-2.7,86,-4.7,-6.2,0,0.00,0.00,0.00,0.00,0.04,3,100,16500.00,5.3,16.6,0.00,0
2024-12-26T11:00,-2.9,88,-4.6,-6.4,1,0.00,0.00,0.00,0.00,0.04,3,100,15700.00,5.3,15.5,0.00,0
2024-12-26T12:00,-2.8,85,-5.0,-6.8,3,0.00,0.00,0.00,0.00,0.04,3,100,16400.00,8.0,19.4,0.00,0
2024-12-26T13:00,-2.5,85,-4.7,-6.8,2,0.00,0.00,0.00,0.00,0.04,3,100,16600.00,10.6,26.6,0.00,1
2024-12-26T14:00,-2.0,88,-3.7,-6.2,1,0.00,0.00,0.00,0.00,0.04,3,100,15300.00,11.2,25.9,0.25,1
2024-12-26T15:00,-1.5,89,-3.0,-5.6,0,0.00,0.00,0.00,0.00,0.04,3,100,15300.00,10.6,20.2,0.90,1
2024-12-26T16:00,-1.1,86,-3.2,-5.3,0,0.00,0.00,0.00,0.00,0.04,3,100,16700.00,11.1,15.1,1.50,1
2024-12-26T17:00,-1.1,86,-3.2,-5.1,0,0.00,0.00,0.00,0.00,0.04,3,100,16600.00,9.6,12.6,1.65,1
2024-12-26T18:00,-0.9,81,-3.8,-5.0,0,0.00,0.00,0.00,0.00,0.04,3,100,18900.00,10.0,16.2,1.70,1
2024-12-26T19:00,-1.0,86,-3.0,-4.8,0,0.00,0.00,0.00,0.00,0.04,3,100,16700.00,8.9,14.4,1.20,1
2024-12-26T20:00,-0.8,86,-2.9,-4.5,0,0.00,0.00,0.00,0.00,0.04,3,100,16800.00,8.1,14.4,0.90,1
2024-12-26T21:00,-1.3,90,-2.7,-5.2,0,0.00,0.00,0.00,0.00,0.04,3,100,14700.00,9.5,18.4,0.45,1
2024-12-26T22:00,-1.6,89,-3.1,-5.2,0,0.00,0.00,0.00,0.00,0.04,2,50,15000.00,7.1,18.4,0.05,0
2024-12-26T23:00,-1.5,86,-3.6,-4.7,0,0.00,0.00,0.00,0.00,0.04,3,100,15900.00,4.2,20.5,0.00,0
2024-12-27T00:00,-1.1,84,-3.5,-4.4,0,0.00,0.00,0.00,0.00,0.04,3,100,17800.00,4.7,19.4,0.00,0
2024-12-27T01:00,-1.1,86,-3.1,-4.6,0,0.00,0.00,0.00,0.00,0.04,3,100,16800.00,6.5,21.6,0.00,0
2024-12-27T02:00,-0.8,88,-2.5,-4.1,0,0.00,0.00,0.00,0.00,0.04,3,100,15600.00,6.0,21.6,0.00,0
2024-12-27T03:00,-0.6,83,-3.1,-4.1,0,0.00,0.00,0.00,0.00,0.04,3,100,18200.00,6.0,15.8,0.00,0
2024-12-27T04:00,-0.8,83,-3.3,-4.5,0,0.00,0.00,0.00,0.00,0.04,3,100,18300.00,7.6,22.0,0.00,0
2024-12-27T05:00,-0.8,86,-2.8,-4.1,0,0.00,0.00,0.00,0.00,0.04,3,100,16500.00,5.4,23.4,0.00,0
2024-12-27T06:00,-0.5,89,-2.1,-3.7,0,0.00,0.00,0.00,0.00,0.04,3,100,15100.00,5.8,22.7,0.00,0
2024-12-27T07:00,-0.7,89,-2.3,-3.7,0,0.00,0.00,0.00,0.00,0.04,3,100,15200.00,4.0,20.9,0.00,0
2024-12-27T08:00,-0.5,91,-1.8,-3.7,0,0.00,0.00,0.00,0.00,0.04,3,100,14200.00,6.1,24.1,0.00,0
2024-12-27T09:00,-0.3,91,-1.6,-3.5,0,0.00,0.00,0.00,0.00,0.04,3,100,14400.00,5.8,21.6,0.00,0
2024-12-27T10:00,-0.2,88,-2.0,-3.4,0,0.00,0.00,0.00,0.00,0.04,3,100,15800.00,5.2,22.0,0.00,0
2024-12-27T11:00,0.2,88,-1.5,-3.3,0,0.00,0.00,0.00,0.00,0.04,3,100,15900.00,8.0,26.6,0.00,0
2024-12-27T12:00,0.1,90,-1.4,-3.4,0,0.00,0.00,0.00,0.00,0.04,3,100,14700.00,8.2,29.2,0.00,0
2024-12-27T13:00,-0.1,90,-1.6,-3.8,0,0.00,0.00,0.00,0.00,0.04,45,100,200.00,9.3,28.1,0.00,1
2024-12-27T14:00,0.4,89,-1.2,-3.5,0,0.00,0.00,0.00,0.00,0.03,0,15,15300.00,11.5,31.0,0.20,1
2024-12-27T15:00,0.7,93,-0.3,-3.8,0,0.00,0.00,0.00,0.00,0.03,2,63,13800.00,16.1,33.1,0.75,1
2024-12-27T16:00,0.8,91,-0.5,-4.0,0,0.00,0.00,0.00,0.00,0.02,3,99,14400.00,18.0,30.6,1.20,1
2024-12-27T17:00,1.7,88,-0.1,-3.2,1,0.00,0.00,0.00,0.00,0.01,1,40,15600.00,18.7,29.5,1.75,1
2024-12-27T18:00,1.1,92,-0.0,-3.7,1,0.00,0.00,0.00,0.00,0.00,3,99,13900.00,18.8,31.3,1.90,1
2024-12-27T19:00,1.9,89,0.3,-2.7,1,0.00,0.00,0.00,0.00,0.00,3,100,15200.00,17.2,31.7,1.70,1
2024-12-27T20:00,1.5,94,0.7,-3.2,1,0.00,0.00,0.00,0.00,0.00,3,100,12800.00,18.9,37.4,1.20,1
2024-12-27T21:00,1.7,95,1.0,-3.2,1,0.00,0.00,0.00,0.00,0.00,3,100,12200.00,19.7,40.3,0.55,1
2024-12-27T22:00,1.5,90,0.0,-3.0,1,0.00,0.00,0.00,0.00,0.00,3,100,13700.00,16.0,36.7,0.10,0
2024-12-27T23:00,1.6,85,-0.7,-2.8,1,0.00,0.00,0.00,0.00,0.00,3,100,16100.00,14.8,42.5,0.00,0
2024-12-28T00:00,0.4,79,-2.8,-4.2,1,0.00,0.00,0.00,0.00,0.02,3,100,16800.00,14.4,43.9,0.00,0
2024-12-28T01:00,1.6,84,-0.8,-2.6,1,0.00,0.00,0.00,0.00,0.01,3,100,16900.00,13.5,41.8,0.00,0
2024-12-28T02:00,1.9,84,-0.5,-2.1,2,0.00,0.00,0.00,0.00,0.01,3,100,16700.00,12.4,39.6,0.00,0
2024-12-28T03:00,2.4,85,0.1,-1.6,11,0.00,0.00,0.00,0.00,0.01,3,100,16400.00,13.0,38.5,0.00,0
2024-12-28T04:00,2.7,87,0.8,-0.8,17,0.00,0.00,0.00,0.00,0.00,3,99,15800.00,10.5,27.4,0.00,0
2024-12-28T05:00,2.2,88,0.4,-1.3,4,0.00,0.00,0.00,0.00,0.00,3,100,14600.00,10.2,27.0,0.00,0
2024-12-28T06:00,1.5,87,-0.4,-1.8,2,0.00,0.00,0.00,0.00,0.00,3,100,14800.00,7.6,22.3,0.00,0
2024-12-28T07:00,1.6,89,0.0,-1.9,16,0.00,0.00,0.00,0.00,0.00,3,100,14500.00,9.7,25.9,0.00,0
2024-12-28T08:00,2.3,90,0.9,-1.1,32,0.00,0.00,0.00,0.00,0.00,3,100,14000.00,9.7,24.1,0.00,0
2024-12-28T09:00,2.7,90,1.3,-0.5,4,0.00,0.00,0.00,0.00,0.00,3,100,14200.00,8.9,16.9,0.00,0
2024-12-28T10:00,2.2,91,0.9,-0.8,3,0.00,0.00,0.00,0.00,0.00,3,100,13400.00,7.1,23.0,0.00,0
2024-12-28T11:00,2.7,93,1.7,-0.5,1,0.00,0.00,0.00,0.00,0.00,45,100,200.00,9.1,25.2,0.00,0
2024-12-28T12:00,3.1,94,2.3,0.0,3,0.00,0.00,0.00,0.00,0.00,45,100,200.00,9.4,19.4,0.00,0
2024-12-28T13:00,3.7,93,2.7,1.0,4,0.00,0.00,0.00,0.00,0.00,3,100,12800.00,6.6,15.5,0.00,1
2024-12-28T14:00,4.1,94,3.3,1.1,8,0.00,0.00,0.00,0.00,0.00,3,100,12600.00,9.8,20.5,0.05,1
2024-12-28T15:00,3.8,96,3.2,1.1,28,0.20,0.20,0.00,0.00,0.00,51,100,12200.00,7.4,15.1,0.20,1
2024-12-28T16:00,5.5,95,4.7,3.4,2,0.00,0.00,0.00,0.00,0.00,3,100,2300.00,5.8,7.2,0.70,1
2024-12-28T17:00,8.1,95,7.4,6.6,0,0.00,0.00,0.00,0.00,0.00,45,100,200.00,5.9,9.4,1.55,1
2024-12-28T18:00,9.0,93,8.0,8.0,1,0.00,0.00,0.00,0.00,0.00,2,50,13400.00,3.6,7.6,1.60,1
2024-12-28T19:00,9.2,93,8.1,8.0,0,0.00,0.00,0.00,0.00,0.00,2,72,13300.00,4.9,5.0,0.70,1
2024-12-28T20:00,8.4,96,7.8,6.6,1,0.00,0.00,0.00,0.00,0.00,3,99,12200.00,8.6,10.4,0.70,1
2024-12-28T21:00,8.7,88,6.9,7.0,0,0.00,0.00,0.00,0.00,0.00,0,7,15100.00,6.6,10.8,0.60,1
2024-12-28T22:00,6.7,88,4.9,4.7,0,0.00,0.00,0.00,0.00,0.00,1,28,13300.00,5.4,9.4,0.10,0
2024-12-28T23:00,5.7,89,4.0,3.2,0,0.00,0.00,0.00,0.00,0.00,3,100,12200.00,7.4,11.5,0.00,0
2024-12-29T00:00,6.6,78,3.1,3.8,0,0.00,0.00,0.00,0.00,0.00,2,75,15700.00,8.2,18.7,0.00,0
2024-12-29T01:00,6.8,81,3.7,4.0,0,0.00,0.00,0.00,0.00,0.00,0,2,17200.00,8.9,18.7,0.00,0
2024-12-29T02:00,6.7,79,3.3,3.8,0,0.00,0.00,0.00,0.00,0.00,0,0,16300.00,9.4,24.5,0.00,0
2024-12-29T03:00,5.3,85,3.0,2.5,0,0.00,0.00,0.00,0.00,0.00,0,12,12200.00,8.6,13.7,0.00,0
2024-12-29T04:00,5.0,81,2.0,2.3,0,0.00,0.00,0.00,0.00,0.00,0,4,13200.00,6.4,11.9,0.00,0
2024-12-29T05:00,4.5,82,1.7,1.3,0,0.00,0.00,0.00,0.00,0.00,0,7,12300.00,9.3,11.5,0.00,0
2024-12-29T06:00,3.2,88,1.4,0.7,0,0.00,0.00,0.00,0.00,0.00,45,100,400.00,3.8,8.6,0.00,0
2024-12-29T07:00,2.8,87,0.8,-0.8,0,0.00,0.00,0.00,0.00,0.00,45,100,200.00,11.1,14.8,0.00,0
2024-12-29T08:00,3.0,90,1.5,0.5,0,0.00,0.00,0.00,0.00,0.00,45,100,100.00,4.3,5.4,0.00,0
2024-12-29T09:00,3.0,97,2.6,0.7,1,0.00,0.00,0.00,0.00,0.00,45,100,0.00,4.1,4.7,0.00,0
2024-12-29T10:00,3.4,94,2.5,1.1,1,0.00,0.00,0.00,0.00,0.00,3,100,1800.00,4.1,8.3,0.00,0
2024-12-29T11:00,2.6,96,2.1,0.2,2,0.00,0.00,0.00,0.00,0.00,3,100,3100.00,4.6,13.0,0.00,0
2024-12-29T12:00,3.5,96,2.9,0.7,2,0.00,0.00,0.00,0.00,0.00,3,100,12200.00,8.0,17.3,0.00,0
2024-12-29T13:00,3.9,97,3.4,1.2,8,0.00,0.00,0.00,0.00,0.00,45,100,100.00,7.9,23.8,0.00,1
2024-12-29T14:00,4.6,96,4.0,2.0,22,0.00,0.00,0.00,0.00,0.00,3,98,9900.00,8.0,24.1,0.10,1
2024-12-29T15:00,6.0,94,5.1,2.6,65,0.10,0.10,0.00,0.00,0.00,51,100,12800.00,15.2,29.9,0.20,1
2024-12-29T16:00,6.3,96,5.7,3.4,94,0.60,0.60,0.00,0.00,0.00,53,100,12200.00,12.3,28.8,0.15,1
2024-12-29T17:00,5.7,97,5.3,1.7,90,0.60,0.60,0.00,0.00,0.00,53,100,200.00,19.9,39.6,0.15,1
2024-12-29T18:00,5.2,98,4.9,0.7,95,1.00,1.00,0.00,0.00,0.00,55,100,100.00,22.2,46.8,0.15,1
2024-12-29T19:00,5.1,97,4.7,0.9,91,1.90,1.90,0.00,0.00,0.00,61,100,100.00,20.5,39.6,0.10,1
2024-12-29T20:00,5.9,96,5.3,2.0,95,3.20,3.20,0.00,0.00,0.00,63,100,200.00,18.5,35.3,0.10,1
2024-12-29T21:00,5.8,96,5.2,2.7,93,1.60,1.60,0.00,0.00,0.00,61,100,100.00,13.7,28.8,0.05,1
2024-12-29T22:00,6.7,94,5.8,3.5,83,0.80,0.80,0.00,0.00,0.00,53,100,200.00,15.0,30.6,0.00,0
2024-12-29T23:00,9.0,92,7.8,6.6,63,0.80,0.80,0.00,0.00,0.00,53,100,200.00,12.3,23.0,0.00,0
2024-12-30T00:00,9.0,92,7.8,6.4,53,0.70,0.70,0.00,0.00,0.00,53,100,13400.00,13.8,22.3,0.00,0
2024-12-30T01:00,8.7,87,6.7,6.8,62,0.60,0.60,0.00,0.00,0.00,53,100,12300.00,7.2,11.2,0.00,0
2024-12-30T02:00,8.6,92,7.4,6.5,61,0.10,0.10,0.00,0.00,0.00,51,100,200.00,10.2,16.2,0.00,0
2024-12-30T03:00,9.7,93,8.7,7.4,37,0.00,0.00,0.00,0.00,0.00,3,100,2400.00,13.4,23.0,0.00,0
2024-12-30T04:00,10.0,93,9.0,8.1,50,7.40,7.40,0.00,0.00,0.00,63,100,300.00,11.3,17.3,0.00,0
2024-12-30T05:00,11.4,89,9.7,8.3,51,0.10,0.10,0.00,0.00,0.00,51,100,14100.00,20.9,56.5,0.00,0
2024-12-30T06:00,9.1,76,5.1,3.8,22,0.30,0.30,0.00,0.00,0.00,51,66,20900.00,28.1,69.5,0.00,0
2024-12-30T07:00,7.5,78,3.9,1.3,2,0.00,0.00,0.00,0.00,0.00,3,100,20100.00,32.6,74.9,0.00,0
2024-12-30T08:00,6.3,78,2.8,1.0,1,0.00,0.00,0.00,0.00,0.00,3,100,19800.00,25.3,70.2,0.00,0
2024-12-30T09:00,5.6,81,2.6,-0.3,1,0.00,0.00,0.00,0.00,0.00,3,100,18200.00,28.8,65.5,0.00,0
2024-12-30T10:00,4.5,82,1.7,-2.0,4,0.00,0.00,0.00,0.00,0.00,3,99,18000.00,31.7,64.8,0.00,0
2024-12-30T11:00,3.6,87,1.7,-2.7,10,0.00,0.00,0.00,0.00,0.00,3,100,15700.00,30.5,63.0,0.00,0
2024-12-30T12:00,2.7,94,1.8,-3.2,24,0.10,0.10,0.00,0.00,0.00,51,100,6300.00,27.9,56.2,0.00,0
2024-12-30T13:00,2.8,89,1.2,-3.7,35,0.20,0.20,0.00,0.00,0.00,51,100,14900.00,31.4,61.6,0.00,1
2024-12-30T14:00,2.4,94,1.5,-3.1,56,1.30,1.10,0.00,0.14,0.00,71,100,6400.00,24.7,49.3,0.00,1
2024-12-30T15:00,2.7,92,1.6,-2.5,42,0.20,0.20,0.00,0.00,0.00,51,100,13700.00,23.2,52.2,0.05,1
2024-12-30T16:00,3.2,90,1.7,-1.7,17,0.30,0.30,0.00,0.00,0.00,51,100,14500.00,21.4,56.9,0.15,1
2024-12-30T17:00,3.9,83,1.3,-1.5,7,0.10,0.10,0.00,0.00,0.00,51,100,17500.00,24.3,53.3,0.20,1
2024-12-30T18:00,4.3,80,1.2,-1.3,9,0.00,0.00,0.00,0.00,0.00,3,100,19200.00,25.6,53.3,0.20,1
2024-12-30T19:00,4.3,79,1.0,-1.6,9,0.00,0.00,0.00,0.00,0.00,3,100,19200.00,27.3,55.8,0.20,1
2024-12-30T20:00,4.5,79,1.2,-0.9,7,0.00,0.00,0.00,0.00,0.00,3,99,19300.00,23.7,53.6,0.15,1
2024-12-30T21:00,4.3,77,0.7,-1.2,7,0.00,0.00,0.00,0.00,0.00,3,100,20700.00,24.2,57.2,0.10,1
2024-12-30T22:00,4.1,79,0.8,-1.3,3,0.00,0.00,0.00,0.00,0.00,3,100,19600.00,23.2,54.4,0.00,0
2024-12-30T23:00,3.8,82,1.0,-1.2,2,0.00,0.00,0.00,0.00,0.00,3,100,18200.00,20.5,53.6,0.00,0
2024-12-31T00:00,1.8,72,-2.7,-3.7,1,0.00,0.00,0.00,0.00,0.00,1,42,17900.00,20.5,51.8,0.00,0
2024-12-31T01:00,3.3,78,-0.2,-1.6,0,0.00,0.00,0.00,0.00,0.00,0,18,19700.00,18.9,51.5,0.00,0
2024-12-31T02:00,2.9,80,-0.2,-1.5,0,0.00,0.00,0.00,0.00,0.00,0,11,18400.00,15.5,43.2,0.00,0
2024-12-31T03:00,3.1,79,-0.2,-1.6,0,0.00,0.00,0.00,0.00,0.00,3,100,19500.00,17.5,43.2,0.00,0
2024-12-31T04:00,3.1,82,0.3,-0.9,0,0.00,0.00,0.00,0.00,0.00,0,0,18300.00,13.1,32.8,0.00,0
2024-12-31T05:00,2.9,84,0.5,-0.8,0,0.00,0.00,0.00,0.00,0.00,3,100,17500.00,11.2,31.7,0.00,0
2024-12-31T06:00,2.2,85,-0.1,-1.4,0,0.00,0.00,0.00,0.00,0.00,3,100,17300.00,9.8,22.7,0.00,0
2024-12-31T07:00,1.2,86,-0.9,-2.3,0,0.00,0.00,0.00,0.00,0.00,0,0,16200.00,8.7,19.4,0.00,0
2024-12-31T08:00,0.9,85,-1.4,-2.3,0,0.00,0.00,0.00,0.00,0.00,3,100,16300.00,6.0,15.8,0.00,0
2024-12-31T09:00,0.4,86,-1.6,-3.0,0,0.00,0.00,0.00,0.00,0.00,0,11,16300.00,7.0,11.5,0.00,0
2024-12-31T10:00,0.2,87,-1.7,-3.1,0,0.00,0.00,0.00,0.00,0.00,0,1,16000.00,6.2,10.4,0.00,0
2024-12-31T11:00,0.5,88,-1.3,-2.3,0,0.00,0.00,0.00,0.00,0.00,2,50,16000.00,3.1,8.3,0.00,0
2024-12-31T12:00,-0.3,92,-1.5,-2.9,0,0.00,0.00,0.00,0.00,0.00,0,7,13900.00,1.9,9.0,0.00,0
2024-12-31T13:00,-0.5,92,-1.7,-3.5,0,0.00,0.00,0.00,0.00,0.00,0,5,14000.00,4.1,10.4,0.00,1
2024-12-31T14:00,-0.0,91,-1.3,-3.3,0,0.00,0.00,0.00,0.00,0.00,0,1,14300.00,6.8,13.0,0.20,1
2024-12-31T15:00,2.0,89,0.4,-1.2,0,0.00,0.00,0.00,0.00,0.00,0,5,15500.00,7.9,10.4,0.70,1
2024-12-31T16:00,3.3,84,0.8,-0.0,0,0.00,0.00,0.00,0.00,0.00,0,6,17900.00,8.9,13.0,1.30,1
2024-12-31T17:00,3.7,78,0.2,-0.2,3,0.00,0.00,0.00,0.00,0.00,3,99,20400.00,12.5,18.4,1.65,1
2024-12-31T18:00,3.5,79,0.2,-0.6,5,0.00,0.00,0.00,0.00,0.00,3,99,20200.00,14.0,24.1,1.45,1
2024-12-31T19:00,3.8,79,0.5,-0.8,11,0.00,0.00,0.00,0.00,0.00,3,100,19800.00,17.6,32.0,0.80,1
2024-12-31T20:00,3.6,80,0.5,-1.2,2,0.00,0.00,0.00,0.00,0.00,3,99,19400.00,18.8,37.4,0.60,1
2024-12-31T21:00,3.1,77,-0.5,-1.4,2,0.00,0.00,0.00,0.00,0.00,3,99,20600.00,16.1,42.1,0.40,1
2024-12-31T22:00,3.1,80,0.0,-1.2,15,0.00,0.00,0.00,0.00,0.00,3,100,19100.00,15.2,46.8,0.05,0
2024-12-31T23:00,3.2,80,0.1,-0.8,35,0.00,0.00,0.00,0.00,0.00,3,100,19000.00,13.0,40.0,0.00,0
2025-01-01T00:00,3.1,86,1.0,-1.6,60,0.00,0.00,0.00,0.00,0.00,3,100,15900.00,19.1,48.6,0.00,0
2025-01-01T01:00,3.2,91,1.9,-1.1,81,0.10,0.10,0.00,0.00,0.00,51,100,13200.00,17.1,44.3,0.00,0
2025-01-01T02:00,3.1,92,2.0,-0.9,72,0.20,0.20,0.00,0.00,0.00,51,100,13400.00,15.0,40.0,0.00,0
2025-01-01T03:00,3.1,94,2.2,-0.8,70,0.10,0.10,0.00,0.00,0.00,51,100,12800.00,14.7,32.0,0.00,0
2025-01-01T04:00,2.9,94,2.0,-0.7,73,0.30,0.30,0.00,0.00,0.00,51,100,12300.00,12.4,27.7,0.00,0
2025-01-01T05:00,2.7,94,1.8,-1.1,56,1.10,1.10,0.00,0.00,0.00,55,100,12700.00,13.3,26.6,0.00,0
2025-01-01T06:00,2.6,93,1.6,-1.8,43,0.40,0.40,0.00,0.00,0.00,51,100,13200.00,17.4,32.8,0.00,0
2025-01-01T07:00,2.1,93,1.1,-2.4,37,0.10,0.10,0.00,0.00,0.00,51,100,13400.00,17.3,35.6,0.00,0
2025-01-01T08:00,1.7,91,0.4,-3.0,55,0.10,0.10,0.00,0.00,0.00,51,100,13900.00,17.7,39.6,0.00,0
2025-01-01T09:00,1.6,92,0.4,-3.2,54,0.00,0.00,0.00,0.00,0.00,3,100,13800.00,18.7,42.8,0.00,0
2025-01-01T10:00,1.5,91,0.2,-3.1,44,0.20,0.20,0.00,0.00,0.00,51,100,14000.00,17.3,40.3,0.00,0
2025-01-01T11:00,1.3,93,0.3,-3.2,28,0.70,0.50,0.00,0.14,0.00,71,100,10200.00,17.1,41.4,0.00,0
2025-01-01T12:00,1.5,90,0.0,-3.6,23,0.00,0.00,0.00,0.00,0.00,3,100,14200.00,20.1,48.2,0.00,0
2025-01-01T13:00,1.2,91,-0.1,-4.1,12,0.00,0.00,0.00,0.00,0.00,3,100,13900.00,22.0,56.9,0.00,1
2025-01-01T14:00,1.6,91,0.3,-3.8,10,0.00,0.00,0.00,0.00,0.00,3,100,13800.00,23.1,57.6,0.10,1
2025-01-01T15:00,1.9,88,0.1,-3.7,12,0.20,0.20,0.00,0.00,0.00,51,100,15200.00,23.8,57.6,0.40,1
2025-01-01T16:00,2.4,86,0.3,-3.1,16,0.10,0.10,0.00,0.00,0.00,51,100,16200.00,23.5,53.6,0.80,1
2025-01-01T17:00,2.3,85,0.0,-3.2,15,0.00,0.00,0.00,0.00,0.00,3,100,17100.00,23.3,52.6,1.00,1
2025-01-01T18:00,2.3,78,-1.2,-3.7,9,0.00,0.00,0.00,0.00,0.00,3,100,20500.00,25.3,51.5,1.00,1
2025-01-01T19:00,1.9,73,-2.4,-4.2,4,0.00,0.00,0.00,0.00,0.00,3,100,23300.00,24.4,51.1,1.15,1
2025-01-01T20:00,1.6,69,-3.5,-4.7,3,0.00,0.00,0.00,0.00,0.00,3,100,25100.00,25.1,55.4,0.95,1
2025-01-01T21:00,1.3,69,-3.8,-4.1,1,0.00,0.00,0.00,0.00,0.00,3,100,25500.00,18.5,46.1,0.50,1
2025-01-01T22:00,0.7,73,-3.6,-3.9,1,0.00,0.00,0.00,0.00,0.00,2,50,23000.00,13.3,40.7,0.10,0
2025-01-01T23:00,0.6,77,-3.0,-4.5,1,0.00,0.00,0.00,0.00,0.00,0,15,20800.00,17.7,45.7,0.00,0
2025-01-02T00:00,0.4,78,-3.0,-4.7,2,0.00,0.00,0.00,0.00,0.00,1,43,19900.00,17.3,44.6,0.00,0
2025-01-02T01:00,0.3,77,-3.2,-4.4,1,0.00,0.00,0.00,0.00,0.00,1,37,20800.00,14.8,43.9,0.00,0
2025-01-02T02:00,0.2,79,-3.0,-4.0,1,0.00,0.00,0.00,0.00,0.00,0,5,19900.00,11.5,39.6,0.00,0
2025-01-02T03:00,0.0,80,-3.0,-4.1,0,0.00,0.00,0.00,0.00,0.00,0,17,19400.00,11.0,32.4,0.00,0
2025-01-02T04:00,-0.1,80,-3.1,-4.5,3,0.00,0.00,0.00,0.00,0.00,1,44,19700.00,12.8,36.0,0.00,0
2025-01-02T05:00,-0.0,82,-2.7,-4.3,1,0.00,0.00,0.00,0.00,0.00,0,7,18400.00,12.4,29.5,0.00,0
2025-01-02T06:00,-0.1,84,-2.5,-4.4,4,0.00,0.00,0.00,0.00,0.00,0,5,16900.00,12.7,32.8,0.00,0
2025-01-02T07:00,-0.3,82,-3.0,-4.8,1,0.00,0.00,0.00,0.00,0.00,0,4,18200.00,13.2,39.2,0.00,0
2025-01-02T08:00,-0.2,80,-3.3,-5.1,10,0.00,0.00,0.00,0.00,0.00,0,1,19500.00,15.9,46.4,0.00,0
2025-01-02T09:00,-0.1,82,-2.8,-5.4,15,0.00,0.00,0.00,0.00,0.00,1,47,18300.00,19.1,48.6,0.00,0
2025-01-02T10:00,0.1,82,-2.6,-4.5,10,0.00,0.00,0.00,0.00,0.00,2,64,18700.00,14.0,42.8,0.00,0
2025-01-02T11:00,0.1,79,-3.1,-4.6,10,0.00,0.00,0.00,0.00,0.00,0,2,19900.00,14.8,41.4,0.00,0
2025-01-02T12:00,-0.1,78,-3.5,-5.5,4,0.00,0.00,0.00,0.00,0.00,3,84,20600.00,18.9,52.6,0.00,0
2025-01-02T13:00,-0.2,79,-3.4,-5.5,4,0.00,0.00,0.00,0.00,0.00,3,99,19900.00,18.5,47.2,0.00,1
2025-01-02T14:00,-0.3,82,-3.0,-5.6,9,0.00,0.00,0.00,0.00,0.00,1,48,18400.00,18.8,43.9,0.20,1
2025-01-02T15:00,0.2,77,-3.4,-5.5,10,0.00,0.00,0.00,0.00,0.00,3,99,21100.00,21.3,45.0,0.70,1
2025-01-02T16:00,-0.2,88,-2.0,-6.2,11,0.00,0.00,0.00,0.00,0.00,3,100,15600.00,24.2,42.5,1.25,1
2025-01-02T17:00,-0.6,86,-2.6,-6.8,12,0.10,0.00,0.00,0.07,0.00,71,100,9400.00,25.3,42.8,1.80,1
2025-01-02T18:00,-0.4,80,-3.4,-6.8,7,0.00,0.00,0.00,0.00,0.00,2,58,19700.00,26.6,44.6,1.95,1
2025-01-02T19:00,-0.5,78,-3.9,-7.1,3,0.00,0.00,0.00,0.00,0.00,3,99,20600.00,27.2,47.9,1.75,1
2025-01-02T20:00,-0.5,74,-4.6,-7.2,1,0.00,0.00,0.00,0.00,0.00,1,25,22700.00,26.8,48.2,1.25,1
2025-01-02T21:00,-0.8,70,-5.6,-7.6,4,0.00,0.00,0.00,0.00,0.00,2,73,24800.00,27.1,47.2,0.60,1
2025-01-02T22:00,-1.2,71,-5.8,-7.9,12,0.00,0.00,0.00,0.00,0.00,1,26,24400.00,26.8,52.6,0.10,0
